Order,Length_1,Length_2,Length_3,Length_4,Length_5,Length_6,Length_7,Rule_1,Rule_2,Rule_3,Rule_4,Rule_5,Rule_6,Rule_7
605,6,3,13,3,5,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-x <= 0.5) & (top-right-square-b <= 0.5) & (middle-left-square-b > 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
606,4,7,4,4,7,4,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),
607,5,7,4,4,7,4,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),
608,5,13,3,4,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-b > 0.5) & (top-right-square-b <= 0.5) & (middle-left-square-x <= 0.5) & (middle-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,
609,8,6,7,7,8,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (middle-left-square-x > 0.5),,
610,11,6,7,6,7,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b > 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5),,
611,10,6,3,4,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (bottom-left-square-x <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,
612,13,6,3,4,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (top-middle-square-b > 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-b > 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,
613,6,6,3,5,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,
614,5,6,7,14,7,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b > 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-left-square-b > 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5),,
615,6,7,11,7,5,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-b > 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-right-square-b <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-b > 0.5) & (middle-right-square-b <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,
616,6,8,3,5,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,
617,7,7,11,9,5,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-b > 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-right-square-b <= 0.5) & (middle-right-square-x > 0.5) & (middle-left-square-x <= 0.5) & (top-left-square-x <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-o > 0.5) & (bottom-right-square-b <= 0.5) & (bottom-middle-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,
618,6,7,3,5,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,
619,6,7,9,7,5,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-b > 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-right-square-b <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,
620,6,13,3,5,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-middle-square-b > 0.5) & (middle-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-left-square-b > 0.5) & (middle-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,
621,7,11,3,4,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b > 0.5) & (bottom-middle-square-o > 0.5) & (middle-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-b > 0.5) & (top-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,
622,8,6,6,6,7,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-b > 0.5),,
623,7,3,11,3,5,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-x <= 0.5) & (top-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),,
624,6,7,7,9,5,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-left-square-x > 0.5) & (bottom-right-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-left-square-b > 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-o > 0.5) & (bottom-right-square-b <= 0.5) & (bottom-middle-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,
625,6,3,3,3,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-left-square-x > 0.5) & (bottom-right-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),,
