Order,Length_1,Length_2,Length_3,Length_4,Length_5,Rule_1,Rule_2,Rule_3,Rule_4,Rule_5
522,8,6,11,3,5,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-b > 0.5) & (middle-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x <= 0.5) & (top-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x <= 0.5) & (middle-right-square-b > 0.5) & (bottom-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (bottom-right-square-b > 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o <= 0.5)
523,6,6,10,5,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (middle-left-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x <= 0.5) & (top-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x <= 0.5) & (middle-right-square-b > 0.5) & (bottom-right-square-x <= 0.5) & (middle-left-square-o > 0.5) & (bottom-right-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
524,4,7,5,3,5,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b > 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-x <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o <= 0.5)
525,7,7,5,5,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-b <= 0.5) & (top-right-square-o <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-x <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
526,5,7,12,7,7,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x <= 0.5) & (middle-right-square-b > 0.5) & (bottom-right-square-x <= 0.5) & (middle-left-square-o <= 0.5) & (top-left-square-x <= 0.5) & (top-left-square-b > 0.5) & (top-right-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-right-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-left-square-x <= 0.5)
527,12,8,6,3,5,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o <= 0.5)
528,8,6,7,8,7,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-right-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-left-square-x <= 0.5)
529,12,5,7,5,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-left-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (top-left-square-b > 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
530,11,5,7,3,3,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-o > 0.5) & (top-left-square-b > 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-middle-square-b <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
531,6,5,6,5,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-left-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-middle-square-b <= 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
532,6,5,7,5,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-left-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
533,7,8,4,7,4,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b > 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-o <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x > 0.5) & (top-middle-square-x <= 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
534,12,8,6,3,5,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o <= 0.5)
535,11,5,6,3,3,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
536,8,5,7,5,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-left-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
537,7,6,6,3,5,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b > 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o <= 0.5)
538,9,5,6,3,3,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
539,11,9,5,3,3,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (bottom-right-square-b > 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-b <= 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x > 0.5) & (middle-middle-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-b > 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-x <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
540,9,5,5,3,3,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b > 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-x <= 0.5) & (top-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-x <= 0.5) & (top-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
541,9,6,10,5,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (middle-left-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-middle-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x > 0.5) & (middle-middle-square-b <= 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x > 0.5) & (middle-middle-square-x > 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-b > 0.5) & (top-right-square-b <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
542,11,5,6,3,3,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (bottom-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o <= 0.5)
